Lab_No,Client,Project,Sample_Number,Matrix,Client_Sample_ID,Source,Site.ID,State,Date_Sampled,X,X.1,Pit,Horizon,Depth,Collection_Method,Lat_Degree,Lat_Min,Lat_Sec,Long_Degree,Long_Min,Long_Sec,Sample_Type,Temp,Stage,Record_Number,Flow,Lysimeter_Vol,Acid.Neutralizing.Capacity,Ammonium,Calcium,Chloride,Dissolved.Organic.Carbon,Filtered.Aluminum,Filtered.Calcium,Filtered.Iron,Filtered.Magnesium,Filtered.Potassium,Filtered.Silicon,Filtered.Sodium,Magnesium,Nitrate,Organic.Monomeric.Aluminum,Organic.Monomeric.Iron,Oxygen.18,pH,Potassium,Silicon,Sodium,Specific.Conductance,Sulfate,Total.Aluminum,Total.Monomeric.Aluminum,Total.Monomeric.Iron,UV254,Q,Sug,DOCmg,mDOCmg,mDOC,SUVA,spT16,spT6,spT8
104541,USGS Watersheds Group,HON,104541-10,Water,57903,T24,NA,NA,22-Mar-12,11:40:00,AM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,1.3,0.88,NA,NA,NA,-29.73350143,2.835000038,NA,4.765600204,275.2825317,25.5605793,14.56042957,0.419189036,4.549342632,2.990008831,57.0195961,16.25798035,NA,62.47629929,3.16899991,NA,NA,4.4876194,NA,NA,NA,24.20000076,25.16860008,NA,15.98400021,NA,NA,908221.1728,0.784924375,3.30641906,3002959.797,250017423.8,NA,1,NA,NA
104547,USGS Watersheds Group,HON,104547-07,Water,57890,T24,NA,NA,18-Apr-12,12:45:00,PM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,8,0.8,NA,NA,NA,-13.94163132,-0.375999987,NA,5.934700012,270.1620483,21.99589729,13.03056145,0.518109083,3.86315012,3.17543602,60.47782516,18.57222366,NA,43.79059982,2.74000001,NA,NA,4.662243843,NA,NA,NA,20.29999924,30,NA,12.8380003,NA,NA,271071.8061,0.935599563,3.244916924,879605.491,73233314.37,NA,1,NA,NA
104554,USGS Watersheds Group,HON,104554-05,Water,57961,T24,NA,NA,15-May-12,3:15:00,PM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,10.2,1.21,NA,NA,NA,-26.46833038,1.442999959,NA,4.46449995,385.0608521,21.88630104,10.55162048,0.864102602,3.375120163,3.672887802,60.02943039,16.31536674,NA,25.55260086,3.943000078,NA,NA,4.505733013,NA,NA,NA,18.22999954,26.74679947,NA,12.31299973,NA,NA,1110576.614,0.83414313,4.624966695,5136379.851,427639577.3,NA,1,NA,NA
104564,USGS Watersheds Group,HON,104564-08,Water,58071,T24,NA,NA,7-Jun-12,9:30:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Triplicate,9.6,0.79,NA,NA,NA,-11.13306427,1.555999994,NA,5.530900002,352.9058228,20.45445824,10.89369011,0.660232842,3.150910378,1.571886301,58.43280411,17.72687912,NA,17.3932991,3.571000099,NA,NA,4.641360283,NA,NA,NA,18.87999916,31.44109917,NA,10.48400021,NA,0.115999997,262852.7937,0.980542622,4.238752571,1114167.955,92762281.44,0.027366541,1,NA,NA
104564,USGS Watersheds Group,HON,104564-09,Water,58092,T24,NA,NA,7-Jun-12,9:31:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Triplicate,9.6,0.79,NA,NA,NA,-17.53698921,0.157000005,NA,5.538700104,329.7928467,19.82334709,11.49345016,0.700685024,3.207122326,1.727505565,59.33473969,18.04331779,NA,16.92449951,3.64199996,NA,NA,4.663119793,NA,NA,NA,17.59000015,30.00469971,NA,10.9630003,NA,0.115999997,262852.7937,0.935746132,3.961142567,1041197.39,86686971.1,0.029284479,1,NA,NA
104564,USGS Watersheds Group,HON,104564-10,Water,58113,T24,NA,NA,7-Jun-12,9:32:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Triplicate,9.6,0.79,NA,NA,NA,-17.15395927,0.430999994,NA,5.277100086,331.6661987,20.17615509,11.56431866,0.664299786,3.168532848,1.756449103,58.86117935,18.10493469,NA,16.91390038,3.707999945,NA,NA,4.647034168,NA,NA,NA,17.53000069,30.50769997,NA,11.61499977,NA,0.118000001,262852.7937,0.951433026,3.983643402,1047111.797,87179386.91,0.029621125,1,NA,NA
104592,USGS Watersheds Group,HON,104592-01,Water,58142,T24,NA,NA,9-Jul-12,10:40:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,14.9,NA,NA,NA,NA,-7.532651424,0.984000027,NA,8.730899811,251.1038361,18.20280075,16.92313004,0.625778198,4.187506199,1.880162358,78.34492493,26.01632118,NA,26.73749924,2.678999901,NA,NA,4.412261963,NA,NA,NA,21.29999924,37.49750137,NA,10.75599957,NA,0.077,NA,1.16942153,3.016008697,NA,NA,0.02553043,1,NA,NA
104615,USGS Watersheds Group,HON,104615-09,Water,58181,T24,NA,NA,24-Jul-12,9:30:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,16,0.14,NA,NA,NA,-35.27222061,1.263000011,NA,9.189200401,294.0909729,23.93823433,24.39545441,0.672873139,4.468327522,3.551310301,77.52437592,27.02528763,NA,22.16279984,3.059000015,NA,NA,4.571891308,NA,NA,NA,20.79999924,37.45890045,NA,10.30900002,NA,0.101999998,NA,1.168217697,3.532327287,NA,NA,0.028876146,1,NA,NA
104621,USGS Watersheds Group,HON,104621-09,Water,58266,T24,NA,NA,30-Jul-12,9:20:00,PM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,13.5,0.12,NA,NA,NA,-2.913140774,1.080000043,NA,9.124799728,316.8042908,17.27387428,15.60690594,0.728818476,4.394152641,2.82078743,78.6852417,25.89965439,NA,21.05470085,1.33099997,NA,NA,4.598177433,NA,NA,NA,20.39999962,37.43429947,NA,2.089999914,NA,0.125,NA,1.167450475,3.805136995,NA,NA,0.032850328,1,NA,NA
104622,USGS Watersheds Group,HON,104622-03,Water,58289,T24,NA,NA,5-Aug-12,8:58:00,AM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,17.5,0.18,NA,NA,NA,-0.484032273,2.897000074,NA,6.794199944,356.0530701,20.43581963,19.69364738,1.190086842,4.214220047,6.405116558,73.25372314,24.74501228,NA,20.27000046,3.29399991,NA,NA,4.624117374,NA,NA,NA,20.29999924,35.80490112,NA,9.781000137,NA,0.143999994,15222.63895,1.116634995,4.276554165,65100.43999,5420067.332,0.033671968,1,NA,NA
104622,USGS Watersheds Group,HON,104622-04,Water,58290,T24,NA,NA,5-Aug-12,6:16:00,PM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,17.7,0.53,NA,NA,NA,-12.07100487,3.548000097,NA,6.220600128,446.0404663,20.5404644,16.76617241,0.730312645,3.673292875,10.41541672,55.02070999,19.98355484,NA,22.95159912,4.31099987,NA,NA,4.601318359,NA,NA,NA,19.26000023,27.14389992,NA,10.44200039,NA,0.184,15222.63895,0.846527364,5.357392968,81553.65885,6789912.975,0.034345063,1,NA,NA
104622,USGS Watersheds Group,HON,104622-05,Water,58293,T24,NA,NA,10-Aug-12,12:21:00,AM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,16.7,0.18,NA,NA,NA,-12.21685219,8.854000092,NA,10.52620029,393.6782532,16.35016251,15.60463333,0.870460033,4.251762867,14.26371384,56.91514206,19.02317619,NA,27.0496006,3.295000076,NA,NA,4.696090698,NA,NA,NA,19.30999947,33.03170013,NA,8.928999901,NA,0.143000007,799.3047019,1.030148141,4.728470317,3779.488557,314668.8788,0.03024234,1,NA,NA
104610,USGS Watersheds Group,HON,104610-09,Water,58277,T24,NA,NA,13-Aug-12,3:45:00,PM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,13.5,0.14,NA,NA,NA,-24.57497215,0.861999989,NA,6.712299824,331.9576111,17.52070045,15.44302368,0.613737345,4.005753517,2.6048069,74.24906158,23.88978577,NA,16.7220993,1.225999951,NA,NA,4.646372318,NA,NA,NA,19.62000084,36.88359833,NA,2.476000071,NA,0.128999993,NA,1.15027595,3.987143557,NA,NA,0.032353988,1,NA,NA
104646,USGS Watersheds Group,HON,104646-14,Water,58439,T24,NA,NA,27-Aug-12,11:10:00,PM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,15.7,0.51,NA,NA,NA,-13.03950691,5.004000187,NA,6.717700005,403.9608765,40.01729965,44.67671967,0.64213866,4.491375923,11.1582098,47.69406509,17.51247215,NA,28.78590012,3.707000017,NA,NA,4.636124134,NA,NA,NA,18.85000038,24.29759979,NA,8.918000221,NA,0.171000004,1828.799978,0.757760792,4.851974927,8873.291641,738763.6422,0.035243382,1,NA,NA
104646,USGS Watersheds Group,HON,104646-15,Water,58440,T24,NA,NA,18-Sep-12,5:25:00,PM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,13.9,0.8,NA,NA,NA,-11.71063328,1.281999946,NA,6.990399837,549.8323975,32.65827942,26.55659485,1.223040819,4.159216881,8.330168724,51.44593048,13.27898979,NA,17.94960022,5.368000031,NA,NA,4.609998703,NA,NA,NA,19.36000061,26.32979965,NA,13.17800045,NA,0.224000007,219072.5952,0.821138302,6.604038069,1446763.758,120453210.2,0.033918643,1,NA,NA
104645,USGS Watersheds Group,HON,104645-01,Water,58415,T24,NA,NA,25-Sep-12,8:15:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,8.3,0.62,NA,NA,NA,-23.80330658,0.601000011,NA,8.399700165,352.6893616,20.22104836,11.4114933,0.762371123,3.50363636,2.177181959,62.75711823,16.79544258,NA,4.584400177,3.562000036,NA,NA,4.643562794,NA,NA,NA,17.87000084,37.15750122,NA,10.45800018,NA,0.144999996,40027.5248,1.158818064,4.236152655,169562.7055,14117282.17,0.034229172,1,NA,NA
104650,USGS Watersheds Group,HON,104650-03,Water,58530,T24,NA,NA,1-Oct-12,11:25:00,AM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,10.7,1.01,NA,NA,NA,-32.60783005,0.388000011,NA,7.358300209,499.2519531,23.0344696,10.49357891,0.999500036,3.291991472,3.451401472,54.57587433,12.57839584,NA,7.758600235,4.971000195,NA,NA,4.55561924,NA,NA,NA,18.12999916,30.02289963,NA,12.02099991,NA,0.193000004,1272143.549,0.936313726,5.996516246,7628429.457,635120151.3,0.032185355,1,NA,NA
104649,USGS Watersheds Group,HON,104649-08,Water,58526,T24,NA,NA,17-Oct-12,1:45:00,PM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,8.8,0.87,NA,NA,NA,-36.08341599,0.206,NA,8.236800194,392.4043884,20.84169006,10.56968594,0.735414505,3.105266571,2.596044064,62.50134659,16.26210403,NA,4.015299797,4.147999763,NA,NA,4.56103754,NA,NA,NA,18.31999969,31.94269943,NA,11.82600021,NA,0.163000003,547974.0367,0.996185855,4.713169924,2582694.749,215027416.7,0.034583944,1,NA,NA
104679,USGS Watersheds Group,HON,104679-12,Water,58585,T24,NA,NA,19-Oct-12,2:18:00,PM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,10,1.56,NA,NA,NA,-31.36821556,1.279999971,NA,10.38969994,638.6375122,24.95527458,10.52076435,1.370422125,3.371865511,8.995092392,54.4964447,12.43620396,NA,9.75510025,6.619999886,NA,NA,4.501600266,NA,NA,NA,20.10000038,26.60479927,NA,12.58699989,NA,0.273999989,2264631.25,0.829714619,7.670676486,17371253.68,1446278468,0.035720446,1,NA,NA
104679,USGS Watersheds Group,HON,104679-08,Water,58581,T24,NA,NA,13-Nov-12,2:43:00,PM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,5.5,0.89,NA,NA,NA,-16.77571297,0.927999973,NA,8.981300354,354.0381775,22.55425644,10.96509361,0.782726884,3.22619319,1.685539246,67.95436859,18.12343407,NA,10.64039993,3.724999905,NA,NA,4.606799603,NA,NA,NA,18.69000053,32.32279968,NA,11.58300018,NA,0.145999998,572414.7969,1.008039909,4.252353286,2434109.942,202656691.5,0.03433393,1,NA,NA
104723,USGS Watersheds Group,HON,104723-10,Water,58672,T24,NA,NA,28-Jan-13,2:15:00,PM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,0,0.85,NA,NA,NA,-25.04000092,0.147,NA,7.499599934,237.1994171,23.24742508,12.0471611,0.732210994,3.511542082,2.6647017,76.07846832,21.51246452,NA,30.71789932,3.21600008,NA,NA,4.590000153,NA,NA,NA,18.70000076,33.22029877,NA,14.16300011,NA,0.115000002,199597.8369,1.036029901,2.849002692,568654.7747,47344490.58,0.040365003,1,NA,NA
104767,USGS Watersheds Group,HON,104767-02,Water,58780,T24,NA,NA,26-Mar-13,2:05:00,PM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,1.9,0.76,NA,NA,NA,-17.36000061,0.324000001,NA,5.226299763,259.2216797,23.61888885,13.61517715,0.495859653,3.725082397,2.52717948,72.51912689,19.95154381,NA,31.56800079,3.101000071,NA,NA,4.590000153,NA,NA,NA,20.39999962,30.26250076,NA,13.9630003,NA,0.107000001,113845.2116,0.943786083,3.113512134,354458.4476,29511146.97,0.034366335,1,NA,NA
104791,USGS Watersheds Group,HON,104791-09,Water,58804,T24,NA,NA,17-Apr-13,10:20:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,3.2,1.27,NA,NA,NA,-30.81999969,1.077999949,NA,4.751100063,364.0710144,23.15269852,10.20746803,0.746745348,3.356261253,3.66166544,53.75448227,16.15010452,NA,31.48889923,4.643000126,NA,NA,4.550000191,NA,NA,NA,21.70000076,25.58049965,NA,14.60599995,NA,0.155000001,2770646.83,0.797770143,4.37285771,12115644.35,1008712202,0.035445928,1,NA,NA
104812,USGS Watersheds Group,HON,104812-17,Water,58901,T24,NA,NA,17-Apr-13,3:26:00,PM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,4.8,1.36,NA,NA,NA,-33.84000015,3.145999908,NA,4.580900192,377.6340637,23.97099686,10.52549744,0.664328992,3.547169209,4.201482773,53.58060837,16.61281586,NA,30.16959953,4.612999916,NA,NA,4.579999924,NA,NA,NA,21.10000038,25.33239937,NA,13.71000004,NA,0.159999996,2770646.83,0.790032726,4.535763524,12566998.83,1046290622,0.035275207,1,NA,NA
104812,USGS Watersheds Group,HON,104812-18,Water,58902,T24,NA,NA,19-Apr-13,8:25:00,PM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,2.7,1.99,NA,NA,NA,-25.69000053,3.447999954,NA,4.315700054,434.1426086,21.1830349,10.783494,1.109544635,3.51693058,5.873846531,37.82687759,13.2813158,NA,24.10470009,5.293000221,NA,NA,4.579999924,NA,NA,NA,19.87000084,19.6364994,NA,12.01000023,NA,0.203999996,6270787.89,0.612396676,5.214487774,32698946.79,2722416213,0.039121771,1,NA,NA
104812,USGS Watersheds Group,HON,104812-19,Water,58903,T24,NA,NA,25-Apr-13,2:17:00,AM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,3.4,1.4,NA,NA,NA,-20.12999916,2.111000061,NA,4.250199795,405.7926025,21.92225838,8.925744057,0.940828681,3.101676226,3.639319181,46.13035583,13.94697857,NA,20.01729965,4.915999889,NA,NA,4.619999886,NA,NA,NA,19.26000023,23.94820023,NA,12.64900017,NA,0.173999995,2486827.408,0.746864189,4.873975792,12120736.58,1009136166,0.035699807,1,NA,NA
104812,USGS Watersheds Group,HON,104812-02,Water,58883,T24,NA,NA,16-May-13,9:30:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,7.5,0.79,NA,NA,NA,-14.60999966,0.574000001,NA,5.382199764,329.12677,20.05086327,10.3995018,0.485115856,3.088455439,2.601195574,58.7766571,17.9840641,NA,8.473999977,3.638000011,0.714995265,NA,4.619999886,NA,NA,NA,18.82999992,31.47789955,NA,10.72500038,0.407603949,0.147,319678.0871,0.981690303,3.953142318,1263732.974,105214616.3,0.037185608,1,NA,NA
104837,USGS Watersheds Group,HON,104837-16,Water,58961,T24,NA,NA,11-Jun-13,8:45:00,AM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,10.4,1.1,NA,NA,NA,-33.59709167,1.758000016,NA,4.701700211,523.6138306,21.65187263,9.637262344,1.257281184,2.862409115,2.262997866,47.67974472,14.79983139,NA,5.427000046,6,NA,NA,4.634940147,NA,NA,NA,18.15999985,22.41589928,NA,12.03999996,NA,0.236000001,1321603.438,0.699076853,6.289126807,8311731.613,692009838.9,0.037525082,1,NA,NA
104839,USGS Watersheds Group,HON,104839-02,Water,58940,T24,NA,NA,11-Jun-13,1:45:00,PM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,10.6,NA,NA,NA,NA,-27.23189354,1.100000024,NA,5.714700222,500.8005676,27.29925156,14.78501606,1.26646626,3.152630091,1.733083367,53.41505432,15.96769905,NA,5.171800137,5.688000202,NA,NA,4.5,NA,NA,NA,18.67000008,24.4109993,NA,11.43200016,NA,0.226999998,1321603.438,0.761297343,6.015116658,7949598.858,661859752.1,0.037738254,1,NA,NA
104837,USGS Watersheds Group,HON,104837-12,Water,58920,T24,NA,NA,18-Jun-13,7:45:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Triplicate,11.2,0.86,NA,NA,NA,-41.08925629,0.354000002,NA,4.725299835,377.1594849,20.17453575,10.68680096,0.778820276,3.126972198,1.266012073,58.63440704,21.08725548,NA,2.757999897,4.468999863,NA,NA,4.63542366,NA,NA,NA,18.95999908,29.12129974,NA,9.838000298,NA,0.170000002,497428.6031,0.908195844,4.530063357,2253383.088,187609915.7,0.037527069,1,NA,NA
104837,USGS Watersheds Group,HON,104837-13,Water,58921,T24,NA,NA,18-Jun-13,7:46:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Triplicate,11.2,0.86,NA,NA,NA,-13.38605309,0.273999989,NA,4.777699947,371.264679,20.38853645,10.46719742,0.767213702,3.099621534,1.417630315,58.16953278,20.98384285,NA,2.773000002,4.551000118,NA,NA,4.621128082,NA,NA,NA,19.20999908,28.88069916,NA,11.14099979,NA,0.167999998,497428.6031,0.900692317,4.459260831,2218163.886,184677670.7,0.037674405,1,NA,NA
104837,USGS Watersheds Group,HON,104837-14,Water,58922,T24,NA,NA,18-Jun-13,7:47:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Triplicate,11.2,0.86,NA,NA,NA,-22.19588852,0.167999998,NA,4.764699936,378.8995972,20.05457497,10.4047327,0.787803054,3.130674362,1.419188023,58.25524139,20.77275276,NA,4.205500126,4.512000084,NA,NA,4.640197754,NA,NA,NA,18.52000046,29.42939949,NA,11.03800011,NA,0.170000002,497428.6031,0.917804444,4.550963849,2263779.59,188475497.4,0.037354725,1,NA,NA
104866,USGS Watersheds Group,HON,104866-09,Water,59106,T24,NA,NA,28-Jun-13,4:06:00,AM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,13.8,0.89,NA,NA,NA,-75.20141602,2.53399992,NA,5.138800144,445.3494263,16.23148727,9.212617874,0.448682815,2.526973724,3.871269226,45.7909584,14.43800735,NA,6.07889986,4.184999943,NA,NA,4.650000095,NA,NA,NA,17.46999931,25.04439926,NA,9.597999573,NA,0.171000004,895601.7569,0.781050967,5.349092885,4790656.985,398855728.6,0.031968038,1,NA,NA
104866,USGS Watersheds Group,HON,104866-10,Water,59107,T24,NA,NA,28-Jun-13,9:41:00,AM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,13.6,1.21,NA,NA,NA,-17.67966461,2.301000118,NA,4.537899971,614.7835083,21.03860855,8.940530777,0.955623984,2.395395994,2.923358679,40.42588043,12.52098751,NA,5.163599968,6.478000164,NA,NA,4.599999905,NA,NA,NA,17.92000008,21.11840057,NA,12.27499962,NA,0.259000003,895601.7569,0.658612212,7.384165996,6613272.039,550601190.1,0.035075052,1,NA,NA
104866,USGS Watersheds Group,HON,104866-11,Water,59109,T24,NA,NA,8-Jul-13,12:52:00,PM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,14.9,0.95,NA,NA,NA,-53.04929352,1.542999983,NA,5.475699902,482.3751221,19.06313133,8.829082489,0.834376216,2.290561199,0.999669075,44.91420746,14.26359844,NA,0,5.066999912,NA,NA,4.619999886,NA,NA,NA,17.72999954,25.98959923,NA,10.59799957,NA,0.200000003,407654.3524,0.81052859,5.793808594,2361871.29,196642318,0.034519608,1,NA,NA
104865,USGS Watersheds Group,HON,104865-02,Water,59120,T24,NA,NA,17-Jul-13,11:00:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Triplicate,16.2,0.6,NA,NA,NA,-53.03649139,0.726999998,NA,5.65500021,371.1397705,17.83342552,10.33545017,0.645981491,2.653701544,1.101200581,58.11957169,18.17746544,NA,5.52699995,3.733999968,NA,NA,4.599999905,NA,NA,NA,20,31.98649979,NA,10.13500023,NA,0.147,70738.08934,0.997551841,4.457760555,315333.4644,26253718.24,0.032976199,1,NA,NA
104865,USGS Watersheds Group,HON,104865-03,Water,59121,T24,NA,NA,17-Jul-13,11:01:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Triplicate,16.2,0.6,NA,NA,NA,-34.56055832,2.029999971,NA,6.736599922,372.280426,17.80327225,10.60500717,0.613266468,2.710492611,2.210513353,57.39928436,19.43988991,NA,5.330900192,3.776000023,NA,NA,4.639999866,NA,NA,NA,19.37999916,31.35029984,NA,10.24300003,NA,0.149,70738.08934,0.977710895,4.47146097,316302.6056,26334406.04,0.033322442,1,NA,NA
104865,USGS Watersheds Group,HON,104865-04,Water,59122,T24,NA,NA,17-Jul-13,11:02:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Triplicate,16.2,0.6,NA,NA,NA,-12.8950367,2.311000109,NA,5.703499794,372.4053345,17.81676292,10.26900387,0.785290003,2.678454161,1.592666268,57.30051041,18.19561577,NA,5.091499805,3.895999908,NA,NA,4.630000114,NA,NA,NA,19.75,31.71549988,NA,10.60900021,NA,0.149000004,70738.08934,0.989100261,4.472961247,316408.7323,26343241.82,0.033311266,1,NA,NA
104872,USGS Watersheds Group,HON,104872-05,Water,59144,T24,NA,NA,30-Jul-13,4:40:00,PM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,13.9,0.57,NA,NA,NA,-50.82660675,-9999,NA,6.475900173,357.0854797,18.44455528,15.04419041,0.813858926,3.087767363,1.441275477,63.56716156,20.66981888,NA,8.380999565,3.492000103,NA,NA,4.643945694,NA,NA,NA,20.39999962,34.67639923,NA,10.54699993,NA,0.136000007,72359.94607,1.081440799,4.288954439,310348.5119,25838686.05,0.031709362,1,NA,NA
104889,USGS Watersheds Group,HON,104889-10,Water,59215,T24,NA,NA,20-Aug-13,10:15:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,14.3,0.23,NA,NA,NA,-43.34287643,0,NA,6.187300205,333.2398376,16.79893494,13.1231823,0.641267896,3.244339466,1.46238029,70.24469757,22.66496086,NA,11.28269958,3.055000067,NA,NA,4.640887737,NA,NA,NA,20.10000038,38.18220139,NA,10.20400047,NA,0.128000006,9059.774221,1.190775032,4.002544382,36262.14841,3019077.69,0.031979659,1,NA,NA
104920,USGS Watersheds Group,HON,104920-06,Water,59285,T24,NA,NA,31-Aug-13,8:26:00,PM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,15.7,0.41,NA,NA,NA,-27.82850075,1.75,NA,6.57889986,359.8330688,16.02255249,14.12360954,0.478490978,3.48197484,4.125779629,63.80485153,20.79839516,NA,12.21189976,3.845999956,NA,NA,4.6243186,NA,NA,NA,19.63999939,32.20629883,NA,9.520000458,NA,0.144,47720.13284,1.004406637,4.321955737,206244.3019,17171281.84,0.03331825,1,NA,NA
104920,USGS Watersheds Group,HON,104920-07,Water,59286,T24,NA,NA,13-Sep-13,4:18:00,AM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,14.3,0.65,NA,NA,NA,-40.51996994,1.996999979,NA,6.037899971,491.3588867,20.65692711,11.22919464,0.990939677,3.191567421,4.415977955,49.41313934,13.16970062,NA,14.1850996,5.855999947,NA,NA,4.587377548,NA,NA,NA,19.04999924,24.87789917,NA,13.27400017,NA,0.204999998,270661.516,0.775858387,5.901712609,1597366.482,132991941.2,0.03473568,1,NA,NA
104916,USGS Watersheds Group,HON,104916-09,Water,59278,T24,NA,NA,25-Sep-13,9:00:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,8.4,NA,NA,NA,NA,-43.13727188,0.698000014,NA,6.488200188,363.7462769,17.1217804,11.26288605,0.737086415,3.021284819,2.210008144,55.44108963,18.01356125,NA,3.504100084,4.061999798,NA,NA,4.639712334,NA,NA,NA,17.69000053,32.20830154,NA,10.6239996,NA,0.150999993,126112.5169,1.004469095,4.368957288,550980.1998,45872958.5,0.034562021,1,NA,NA
104931,USGS Watersheds Group,HON,104931-02,Water,59354,T24,NA,NA,7-Oct-13,9:25:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,12,0.71,NA,NA,NA,-45.9709549,1.161999941,NA,9.291999817,478.4452515,17.32899857,10.82137775,0.804546297,3.74108839,9.233197212,59.74956512,18.18583679,NA,0.251700014,4.978000164,NA,NA,4.664832592,NA,NA,NA,18.31999969,30.83749962,NA,9.199000359,NA,0.195999995,1069683.639,0.961718373,5.74660691,6147051.391,511785057.6,0.034107082,2,NA,NA
104930,USGS Watersheds Group,HON,104930-18,Water,59335,T24,NA,NA,7-Oct-13,3:50:00,PM,NA,NA,,Automatic,NA,NA,NA,NA,NA,NA,Regular,12.3,1.09,NA,NA,NA,-39.57477188,0.888000011,NA,12.7507,678.1193848,22.41739655,12.39528561,1.306479931,4.119367599,17.11379433,49.45901108,13.45542431,NA,17.0909996,7.551000118,NA,NA,4.578963757,NA,NA,NA,21,24.37459946,NA,13.06299973,NA,0.277999997,1069683.639,0.760162154,8.14489334,8712459.146,725373211.1,0.034131816,2,NA,NA
104921,USGS Watersheds Group,HON,104921-02,Water,59294,T24,NA,NA,9-Oct-13,10:05:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,9.9,0.9,NA,NA,NA,-15.61519337,0.931999981,NA,7.984799862,455.940094,19.37045097,9.614143372,0.840588331,3.119449139,3.858785868,54.71746826,15.87888622,NA,8.405099869,5.001999855,NA,NA,4.614280701,NA,NA,NA,18.43000031,28.14990044,NA,11.85299969,NA,0.184,480618.2102,0.877901152,5.476297416,2632008.263,219133111.9,0.033599344,2,NA,NA
104931,USGS Watersheds Group,HON,104931-05,Water,59357,T24,NA,NA,15-Oct-13,9:40:00,AM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,9.5,0.71,NA,NA,NA,-38.98677063,0.862999976,NA,7.331600189,385.3688965,17.20367622,9.936160088,0.640229225,3.010046959,3.326882124,56.69991684,18.08809471,NA,3.986000061,4.080999851,NA,NA,4.650277138,NA,NA,NA,17.78000069,31.17070007,NA,9.901000023,NA,0.153999999,391074.6712,0.972109779,4.628666617,1810154.275,150708014.5,0.03327092,2,NA,NA
104930,USGS Watersheds Group,HON,104930-01,Water,59315,T24,NA,NA,17-Oct-13,12:30:00,PM,NA,NA,,Manual,NA,NA,NA,NA,NA,NA,Regular,11.2,0.77,NA,NA,NA,-29.05033875,0,NA,7.895199776,398.9069824,16.7833252,10.37814617,0.573453963,3.053027153,4.676721096,57.36103439,18.06237984,NA,3.908200026,4.340000153,NA,NA,4.647603512,NA,NA,NA,17.88999939,30.22660065,NA,9.595000267,NA,0.170000002,613382.8817,0.942666479,4.791272594,2938884.591,244682714.4,0.035481179,2,NA,NA
