Source,Date_Time_Sampled,Source.1,Date_Sampled,Time_Sampled,Client_Sample_ID.x,MeHg,MeHg_.ng.mL.,THg,X,Lab_No,Client,Project,Sample_Number,Matrix,Client_Sample_ID.y,State,Date_Sampled.y,Watershed,Plot_Transect,Pit,Horizon,Depth,Collection_Method,Lat_Degree,Lat_Min,Lat_Sec,Long_Degree,Long_Min,Long_Sec,Sample_Type,Temp,Stage,Record_Number,Flow,Lysimeter_Vol,Acid.Neutralizing.Capacity,Ammonium,Calcium,Chloride,Dissolved.Organic.Carbon,Filtered.Aluminum,Filtered.Aluminum..0_1.um.,Filtered.Calcium,Filtered.Iron,Filtered.Magnesium,Filtered.Potassium,Filtered.Silicon,Filtered.Sodium,Iron,Magnesium,Nitrate,Organic.Monomeric.Aluminum,Organic.Monomeric.Iron,Oxygen.18,pH,Potassium,Silicon,Sodium,Specific.Conductance,Sulfate,Total.Aluminum,Total.Monomeric.Aluminum,Total.Monomeric.Iron,UV254,Sug,DOCmg,SUVA,NO3mg,spT16,spT6,spT8,TMTT16,TMTT6,TMTT8
T24,2/27/2014 13:00,GM14004,2/27/2014,1:00:00 PM,59416,0.0458,0.004575939,0.53,NA,104993,USGS Watersheds Group,HON,104993-02,Water,59693,NA,2/27/2014,1:00:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,0.3,NA,NA,NA,NA,-29.18882942,1.559999943,NA,6.318799973,264.8167419,25.31094551,NA,12.43361759,0.58559823,3.820461035,2.344273567,57.25355911,19.8772068,NA,NA,56.94589996,3.220000029,NA,NA,4.566743374,NA,NA,NA,22.5,27.5272007,NA,14.39999962,NA,0.112999998,0.858481232,3.180714437,0.035526609,3.530924832,2,NA,NA,5,NA,NA
T24,3/27/2014 8:45,GM14015,3/27/2014,8:45:00 AM,59697,0.002222222,NA,0.33,NA,105009,USGS Watersheds Group,HON,105009-01,Water,59723,NA,3/27/2014,8:45:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,-0.3,0.64,NA,NA,NA,-14.70338726,1.070000052,NA,5.52159977,254.009613,24.7834568,NA,13.49220371,0.518394232,3.943697453,2.954440117,64.18780518,21.47893715,NA,NA,50.55469894,3,NA,NA,4.56405592,NA,NA,NA,21.89999962,32.10609818,NA,14.30000019,NA,0.093000002,1.001281715,3.05090999,0.030482709,3.134639052,3,NA,NA,6,NA,NA
T24,5/13/2014 14:15,GM14026,5/13/2014,2:15:00 PM,,0.0395,0.003947045,1.17,NA,105031,USGS Watersheds Group,HON,105031-06,Water,59873,NA,5/13/2014,2:15:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,10.5,0.84,NA,NA,NA,-37.76337433,0.275000006,NA,6.913000107,347.0360107,19.70780373,NA,11.98234558,0.628985584,3.323319912,3.990618706,47.19366074,17.61239052,NA,NA,27.67230034,4.460000038,NA,NA,4.533360958,NA,NA,NA,20,26.81579971,NA,12.39999962,NA,0.147,0.836295017,4.168250246,0.035266597,1.715818215,3,NA,NA,6,NA,NA
T24,6/17/2014 11:00,GM14034,6/17/2014,11:00:00 AM,59874,0.0381,0.003807829,0.9,NA,105058,USGS Watersheds Group,HON,105058-03,Water,59998,NA,6/16/2014,11:00:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,NA,NA,NA,NA,NA,-24.24274826,0.307999998,NA,6.672299862,376.052124,19.49027061,NA,10.05544281,0.706874013,2.836822748,1.855904222,47.90958023,17.40516853,NA,NA,14.83870029,3.559999943,NA,NA,4.628406048,NA,NA,NA,18.62000084,28.19729996,NA,9.479999542,NA,0.165000007,0.879379384,4.516762843,0.036530589,0.920072128,3,NA,NA,6,NA,NA
T24,7/22/2014 10:55,GM14043,7/22/2014,10:55:00 AM,59999,0,NA,0.58,NA,105069,USGS Watersheds Group,HON,105069-03,Water,60294,NA,7/22/2014,10:55:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,NA,NA,NA,NA,NA,-25.86514854,2.24000001,NA,6.516499996,315.6303406,19.96207237,NA,13.24697781,0.897629797,3.334378004,1.750297189,61.08176041,20.840065,NA,NA,17.8465004,3.109999895,NA,NA,4.522135258,NA,NA,NA,20.70000076,32.04859924,NA,8.819999695,NA,0.122000001,0.999488515,3.791036677,0.032181171,1.106570473,3,NA,NA,6,NA,NA
T24,9/23/2014 9:50,GM14056,9/23/2014,9:50:00 AM,60378,0.0078,NA,0.67,NA,105172,USGS Watersheds Group,HON,105172-01,Water,60570,NA,9/23/2014,9:50:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,9.7,0.76,NA,NA,NA,-8.781845093,0,NA,4.990600109,405.8841858,19.28712845,NA,10.15779018,0.599452555,2.678172112,1.791571498,54.98247147,17.87829971,NA,NA,4.424099922,3.569999933,NA,NA,4.601483822,NA,NA,NA,16.90999985,28.21829987,NA,9.159999847,NA,0.158999994,0.880034301,4.875075799,0.032614876,0.274315873,3,NA,NA,6,NA,NA
T24,6/10/2015 11:40,GM15004,6/10/2015,11:40:00 AM,,0.082191781,NA,1.437,NA,105328,USGS Watersheds Group,HON,105328-09,Water,61261,NA,6/10/2015,11:40:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,NA,NA,NA,NA,NA,-36.21453857,0.138999999,NA,4.894599915,475.1981201,21.29447174,NA,9.521980286,0.93879813,2.669555187,1.650496602,48.72798157,14.87336636,NA,NA,12.34799957,4.519999981,NA,NA,4.56224823,NA,NA,NA,18.05999947,22.74570084,NA,10.60000038,NA,0.210999995,0.709362259,5.707605608,0.036968216,0.765636479,3,NA,NA,6,NA,NA
T24,7/22/2015 10:30,GM15052,7/22/2015,10:30:00 AM,61327,0.032549729,NA,0.743,NA,105372,USGS Watersheds Group,HON,105372-10,Water,61365,NA,7/22/2015,10:30:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,NA,0.61,NA,NA,NA,-17.67887306,0.855000019,NA,5.61439991,322.4909668,18.65106964,NA,12.95463085,0.761071384,2.981485128,1.44584012,66.936203,20.48509407,NA,NA,13.1026001,3.039999962,NA,NA,4.588101864,NA,NA,NA,19.27000046,31.37319946,NA,8.449999809,NA,0.134000003,0.978425057,3.873439672,0.034594576,0.812425409,3,NA,NA,6,NA,NA
T24,9/21/2015 10:30,GM15061,9/21/2015,10:30:00 AM,61342,0.087649402,NA,0.493,NA,105404,USGS Watersheds Group,HON,105404-01,Water,61636,NA,9/21/2015,10:30:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,12.2,NA,NA,NA,NA,-16.49462318,0.202000007,NA,6.43170023,335.2713623,16.03959846,NA,12.22587681,0.899001956,3.480533361,1.558141589,72.41039276,20.97745895,NA,NA,5.862199783,2.640000105,NA,NA,4.524911404,NA,NA,NA,17.90999985,30.84930038,NA,6.929999828,NA,0.143000007,0.962086399,4.026945029,0.035510792,0.363485111,3,NA,NA,6,NA,NA
T24,5/31/2016 13:00,GM16010,5/31/2016,1:00:00 PM,61645,0.003131545,NA,0.9,NA,105615,USGS Watersheds Group,HON,105615-04,Water,62368,NA,5/31/2016,1:00:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,NA,NA,NA,NA,NA,-37.68000031,0.42899999,NA,6.339799881,339.6008911,16.58902359,NA,11.83228302,0.741517186,3.021110535,2.090907812,58.63821793,21.01097107,NA,NA,8.987400055,2.920000076,NA,NA,4.602508068,NA,NA,NA,16.95999908,30.42280006,NA,8.229999542,NA,0.136999995,0.948785282,4.078947009,0.033587099,0.557262842,3,NA,NA,6,NA,NA
T24,6/23/2016 8:05,GM16032,6/23/2016,8:05:00 AM,62418,0.162395234,NA,0.85,NA,105634,USGS Watersheds Group,HON,105634-03,Water,62440,NA,6/23/2016,8:05:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,10.5,0.65,NA,NA,NA,-52.79999924,0.30399999,NA,6.197400093,302.9581604,17.32253456,NA,12.60926819,0.614326119,3.176044226,1.781314254,62.90675354,21.56369209,NA,NA,9.814599991,2.74000001,NA,NA,4.613912582,NA,NA,NA,17.75,30.90069962,NA,8.170000076,NA,0.125,0.963689369,3.638831094,0.034351691,0.608553291,3,NA,NA,6,NA,NA
T24,7/26/2016 10:25,gdm16056,7/26/2016,10:25,62474,0.153730827,NA,0.92,NA,105665,USGS Watersheds Group,HON,105665-01,Water,62588,NA,7/26/2016,10:25:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,14.7,0.66,NA,NA,NA,-0.542192101,0.569000006,NA,9.350399971,325.7880554,16.21469688,NA,12.1622448,0.577798903,2.627713442,1.546175718,63.37828064,19.20950127,NA,NA,6.476500034,2.900000095,NA,NA,4.611042976,NA,NA,NA,17.31999969,28.87649918,NA,7.510000229,NA,0.137999997,0.900561334,3.91304101,0.035266688,0.401574737,3,NA,NA,6,NA,NA
T24,8/24/2016 13:15,gdm16059,8/24/2016,13:15,Missing,0.167705279,NA,1.16,NA,105659,USGS Watersheds Group,HON,105659-12,Water,62684,NA,8/24/2016,1:15:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,15,0.76,NA,NA,NA,-25.75778389,0.801999986,NA,3.996999979,400.1142578,16.86516953,NA,9.869981766,0.727764904,2.759598255,0.826006055,54.58668518,15.63525867,NA,NA,2.282599926,3.670000076,NA,NA,4.678099155,NA,NA,NA,15.5,26.09129906,NA,8.819999695,NA,0.160999998,0.813700267,4.805773182,0.033501373,0.14153238,3,NA,NA,6,NA,NA
T24,9/19/2016 10:25,gdm16063,9/19/2016,10:25,62599,0.169969838,NA,1.61,NA,105732,USGS Watersheds Group,HON,105732-14,Water,62782,NA,9/19/2016,10:25:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,14.6,0.8,NA,NA,NA,-58.02065277,0.075800002,NA,5.67110014,446.8064575,17.54763412,NA,9.742779732,0.842226565,2.335099697,1.827328086,59.60086441,16.18527412,NA,NA,3.4368999,NA,NA,NA,4.61760664,NA,NA,NA,15.93999958,23.74270058,NA,NA,NA,0.168,0.740455343,5.366593289,0.031304776,0.213104635,3,NA,NA,6,NA,NA
T6,5/14/2012 13:00,GM12008,5/14/2012,1:00:00 PM,,0.4,NA,2.09,NA,104554,USGS Watersheds Group,HON,104554-02,Water,57957,NA,5/14/2012,12:15:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,14.5,1.5,NA,NA,NA,5.902677059,1.827000022,NA,3.200400114,459.0873108,11.97025204,NA,20.28877831,2.62771678,8.291879654,4.113742352,36.56209564,19.11255455,NA,NA,10.03810024,2.526000023,NA,NA,5.166853428,NA,NA,NA,13.26000023,26.19379997,NA,4.618999958,NA,NA,0.816896927,5.514098644,NA,0.622411402,NA,2,NA,NA,2,NA
T6,7/9/2012 13:05,GM12001,7/9/2012,1:05:00 PM,,4.8,NA,10.25,NA,104592,USGS Watersheds Group,HON,104592-04,Water,58145,NA,7/9/2012,1:05:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,17.9,NA,NA,NA,NA,23.5684166,13.74300003,NA,3.818099976,1107.06665,13.42613792,NA,20.36873817,11.82235241,9.571159363,6.765480995,54.3454361,22.99619865,NA,NA,4.872399807,7.725999832,NA,NA,5.244242668,NA,NA,NA,11.18000031,10.23200035,NA,8.892000198,NA,0.787999988,0.319101835,13.29697983,0.059261577,0.302112663,NA,2,NA,NA,2,NA
T6,9/25/2012 10:40,GM12009,9/25/2012,10:40:36 AM,,0.6,NA,3.86,NA,104645,USGS Watersheds Group,HON,104645-04,Water,58418,NA,9/25/2012,9:15:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,7.6,1.3,NA,NA,NA,67.5417099,0.698000014,NA,4.428299904,776.241333,8.856771469,NA,35.32370377,3.382763863,9.230287552,5.532145977,49.87586975,27.37617874,NA,NA,2.147500038,2.888000011,NA,NA,6.099685669,NA,NA,NA,11.36999989,15.04510021,NA,3.641000032,NA,0.419999987,0.469206306,9.323436264,0.045047767,0.133155525,NA,3,NA,NA,3,NA
T6,6/12/2013 13:30,GM13009,6/12/2013,1:30:00 PM,58949,1.844,NA,5.36,NA,104838,USGS Watersheds Group,HON,104838-05,Water,58948,NA,6/12/2013,1:30:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,15.3,1.86,NA,NA,NA,-13.2881403,0.832000017,NA,3.058000088,673.4901123,13.57442188,NA,28.97217751,3.435987711,8.876599312,2.262702227,32.4099884,18.38052177,NA,NA,1.529299974,4.327000141,NA,NA,5.427794456,NA,NA,NA,12.73999977,20.50099945,NA,6.074999809,NA,0.379000008,0.639357538,8.089291138,0.046852067,0.094824092,NA,3,NA,NA,3,NA
T6,7/9/2013 10:15,GM13013,7/9/2013,10:15:00 AM,59011,0.486,NA,3.9,NA,104857,USGS Watersheds Group,HON,104857-05,Water,59006,NA,7/9/2013,10:15:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,20.3,1.59,NA,NA,NA,75.64181519,7.100999832,NA,2.909600019,925.4765015,19.43966484,NA,79.04350281,6.382105827,9.6055336,1.867085338,39.80797195,16.85168076,NA,NA,2.335799932,3.457999945,NA,NA,6.260000229,NA,NA,NA,16.18000031,15.83170033,NA,4.434000015,NA,0.527999997,0.493737731,11.11590018,0.047499527,0.144831041,NA,4,NA,NA,4,NA
T6,7/31/2013 9:00,GM13022,7/31/2013,9:00:00 AM,59144,0.955,NA,2.88,NA,104872,USGS Watersheds Group,HON,104872-06,Water,59145,NA,7/31/2013,9:00:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Triplicate,14.7,0.96,NA,NA,NA,134.9652557,NA,NA,3.247400045,771.6370239,7.227104187,NA,81.00791931,4.674257755,12.77786446,2.784495115,46.19445419,19.44834137,NA,NA,6.763299942,2.451999903,NA,NA,6.657141209,NA,NA,NA,20.39999962,14.09230042,NA,2.769999981,NA,0.469999999,0.439491671,9.268133897,0.050711395,0.419357737,NA,4,NA,NA,4,NA
T6,7/31/2013 9:01,GM13022,7/31/2013,9:01:00 AM,59140,1.002,NA,2.92,NA,104872,USGS Watersheds Group,HON,104872-07,Water,59146,NA,7/31/2013,9:01:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Triplicate,14.7,0.96,NA,NA,NA,137.4777222,NA,NA,3.609699965,789.9208984,6.39898777,NA,79.48556519,4.120525837,12.28500366,3.321730614,46.72512054,19.2324028,NA,NA,6.598400116,2.125,NA,NA,6.684211731,NA,NA,NA,20.29999924,14.15359974,NA,2.625999928,NA,0.476000011,0.441403391,9.487741552,0.050170002,0.409133139,NA,4,NA,NA,4,NA
T6,7/31/2013 9:02,GM13022,7/31/2013,9:02:00 AM,59142,0.009,NA,0.23,NA,104872,USGS Watersheds Group,HON,104872-08,Water,59147,NA,7/31/2013,9:02:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Triplicate,14.7,0.96,NA,NA,NA,130.4344177,NA,NA,3.344599962,776.4827881,6.626142979,NA,78.8989563,3.933850765,12.2485733,3.002864361,46.09698486,18.9424839,NA,NA,6.849999905,2.243999958,NA,NA,6.647984982,NA,NA,NA,20.5,14.05109978,NA,2.83100009,NA,0.474999994,0.438206761,9.326336381,0.050931038,0.424733559,NA,4,NA,NA,4,NA
T6,9/24/2013 11:40,GM13026,9/24/2013,11:40:00 AM,59146,0.016,NA,2.12,NA,104916,USGS Watersheds Group,HON,104916-01,Water,59269,NA,9/24/2013,11:40:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,8.8,NA,NA,NA,NA,47.36329651,NA,NA,7.127699852,673.9980469,5.076421261,NA,41.98551941,2.517748833,9.508945465,3.763572454,39.42308807,19.54466248,NA,NA,3.26060009,1.812000036,NA,NA,6.399606228,NA,NA,NA,13.71000004,12.90260029,NA,2.512000084,NA,0.354999989,0.402388907,8.095391942,0.043852106,0.202173183,NA,4,NA,NA,4,NA
T6,2/28/2014 11:35,GM14011,2/28/2014,11:35:00 AM,59622,0.5214,0.052143281,0.71,NA,104993,USGS Watersheds Group,HON,104993-09,Water,59697,NA,2/28/2014,11:35:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,-0.2,1.38,NA,NA,NA,15.3697958,12,NA,9.407500267,407.2579651,8.993460655,NA,41.23371506,4.002079487,12.58525944,7.084945679,86.93034363,24.39598083,NA,NA,32.27479935,2.559999943,NA,NA,5.901707172,NA,NA,NA,17.07999992,30.92259979,NA,3.829999924,NA,0.224999994,0.964372362,4.891576265,0.045997442,2.001195706,NA,4,NA,NA,4,NA
T6,3/27/2014 12:00,GM14016,3/27/2014,12:00:00 PM,59698,0.04,NA,0.54,NA,105009,USGS Watersheds Group,HON,105009-07,Water,59729,NA,3/27/2014,12:00:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,0.9,1.21,NA,NA,NA,139.0671539,18.5,NA,8.645899773,444.4585266,9.20843029,NA,87.51513672,6.374792576,16.35218239,8.390010834,119.3269501,33.74039078,NA,NA,25.72839928,2.029999971,NA,NA,6.791120052,NA,NA,NA,27.10000038,35.45399857,NA,3.75,NA,0.275000006,1.105691519,5.338392287,0.051513638,1.595286825,NA,5,NA,NA,5,NA
T6,5/13/2014 13:20,GM14027,5/13/2014,1:20:00 PM,59771,0.0353,0.003531081,0.98,NA,105031,USGS Watersheds Group,HON,105031-04,Water,59870,NA,5/13/2014,1:20:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,15,1.51,NA,NA,NA,62.33665466,2.109999895,NA,4.770800114,482.2502441,8.915946007,NA,66.49622345,2.344879627,10.56942844,6.245393276,31.26286507,18.75082397,NA,NA,11.96990013,1.74000001,NA,NA,6.384757042,NA,NA,NA,17.15999985,23.98859978,NA,2.170000076,NA,0.264999986,0.748124116,5.792308684,0.045750322,0.742192461,NA,5,NA,NA,5,NA
T6,6/16/2014 10:55,GM14035,6/16/2014,10:55:00 AM,59872,0.2729,0.027287679,2.1,NA,105058,USGS Watersheds Group,HON,105058-02,Water,59997,NA,6/16/2014,10:55:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,15.7,1.54,NA,NA,NA,25.27882004,0.531000018,NA,4.229899883,626.1818237,10.80927563,NA,45.85385513,3.180454969,9.077601433,3.781267166,31.54364586,17.0710144,NA,NA,6.112800121,2.099999905,NA,NA,6.11325264,NA,NA,NA,12.61999989,18.47979927,NA,3.069999933,NA,0.354999989,0.576323071,7.521071186,0.047200722,0.37902356,NA,5,NA,NA,5,NA
T6,7/23/2014 12:40,GM14044,7/23/2014,12:40:00 PM,59820,0.5369,NA,1.39,NA,105069,USGS Watersheds Group,HON,105069-14,Water,60303,NA,7/23/2014,12:40:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,20.4,NA,NA,NA,NA,86.09033966,1.75999999,NA,3.13380003,653.4827881,9.473584175,NA,52.89759064,6.870837212,11.95243645,2.357204437,22.73028946,17.63646889,NA,NA,7.836299896,1.549999952,NA,NA,6.349588394,NA,NA,NA,14.26000023,12.62580013,NA,2.089999914,NA,0.400000006,0.393756436,7.848983126,0.050962016,0.485888991,NA,5,NA,NA,5,NA
T6,9/23/2014 15:05,GM14057,9/23/2014,3:05:00 PM,60379,0.3051,NA,1.57,NA,105172,USGS Watersheds Group,HON,105172-11,Water,60575,NA,9/23/2014,3:05:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,11.5,1.31,NA,NA,NA,24.21992302,1.419999957,NA,8.355699539,647.1799927,7.042206287,NA,33.52074051,2.416420698,10.67317486,5.404475689,52.32825089,21.27180672,NA,NA,2.753499985,1.809999943,NA,NA,5.992520809,NA,NA,NA,11.48999977,15.84879971,NA,2.529999971,NA,0.323000014,0.494271003,7.773280237,0.041552601,0.170730491,NA,5,NA,NA,5,NA
T6,6/10/2015 12:00,GM15005,6/10/2015,12:00:00 PM,59780,0.319066148,NA,1.607,NA,105328,USGS Watersheds Group,HON,105328-10,Water,61262,NA,6/10/2015,12:00:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,NA,NA,NA,NA,NA,-5.801620483,0.137999997,NA,2.957099915,680.3091431,11.14279938,NA,28.02908707,2.498034239,7.787493706,1.36145556,21.97775269,16.01935577,NA,NA,1.068300009,3.369999886,NA,NA,5.391134739,NA,NA,NA,10.67000008,16.49850082,NA,4.75,NA,0.375999987,0.514533005,8.171194531,0.046015302,0.066239835,NA,5,NA,NA,5,NA
T6,6/15/2015 12:10,GM15011,6/15/2015,12:10:00 PM,59787,0.313604152,NA,1.331,NA,105328,USGS Watersheds Group,HON,105328-10,Water,61262,NA,6/10/2015,12:00:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,NA,NA,NA,NA,NA,-5.801620483,0.137999997,NA,2.957099915,680.3091431,11.14279938,NA,28.02908707,2.498034239,7.787493706,1.36145556,21.97775269,16.01935577,NA,NA,1.068300009,3.369999886,NA,NA,5.391134739,NA,NA,NA,10.67000008,16.49850082,NA,4.75,NA,0.375999987,0.514533005,8.171194531,0.046015302,0.066239835,NA,5,NA,NA,5,NA
T6,6/17/2015 12:25,GM15019,6/17/2015,12:25:00 PM,61259,0.361829026,NA,1.467,NA,105327,USGS Watersheds Group,HON,105327-04,Water,61290,NA,6/17/2015,12:25:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,18.6,NA,NA,NA,NA,294.9333496,0.050500002,NA,3.290899992,689.2096558,11.56989956,NA,170.524704,4.731741428,16.3795929,3.311733723,30.37833595,48.27843475,NA,NA,0.795599997,1.399999976,NA,NA,6.928954124,NA,NA,NA,37.09999847,32.06740189,NA,1.75999999,NA,0.395000011,1.000074907,8.278098608,0.047716273,0.049331098,NA,6,NA,NA,6,NA
T6,6/18/2015 4:40,GM15022,6/18/2015,4:40:00 AM,61260,0.282051282,NA,1.407,NA,105336,USGS Watersheds Group,HON,105336-02,Water,61301,NA,6/18/2015,4:40:00,AM,NA,NA,NA,Automatic,NA,NA,NA,NA,NA,NA,Regular,NA,NA,NA,NA,NA,311.5144958,0,NA,6.204800129,686.4121094,9.526315689,NA,166.5392761,4.767760754,17.31904221,2.803506374,31.32896042,40.14045334,NA,NA,1.123200059,2.029999971,NA,NA,6.0343647,NA,NA,NA,37.79999924,29.51790047,NA,2.799999952,NA,0.375,0.920564493,8.244497272,0.045484884,0.069643907,NA,6,NA,NA,6,NA
T6,6/20/2015 12:00,GM15028,6/20/2015,12:00:00 PM,61287,0.537848606,NA,1.725,NA,105336,USGS Watersheds Group,HON,105336-07,Water,61306,NA,6/22/2015,12:00:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,18.9,NA,NA,NA,NA,132.2370453,0.180000007,NA,3.265899897,692.2236328,10.02784634,NA,100.3471909,3.929191828,12.68058586,2.199210882,33.09039307,23.06739426,NA,NA,3.292299986,1.519999981,NA,NA,6.880259514,NA,NA,NA,22,18.84460068,NA,2.220000029,NA,0.395000011,0.587700006,8.314299492,0.047508514,0.204138731,NA,6,NA,NA,6,NA
T6,6/25/2015 13:00,GM15034,6/25/2015,1:00:00 PM,61301,0.62992126,NA,2.62,NA,105342,USGS Watersheds Group,HON,105342-04,Water,61314,NA,6/25/2015,1:00:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,18.4,1.49,NA,NA,NA,132.9672852,0.087200001,NA,3.362499952,737.2340088,11.25685787,NA,108.7642212,4.532557964,11.80043697,2.11775136,31.45961189,17.96670914,NA,NA,2.841599941,1.629999995,NA,NA,6.835016251,NA,NA,NA,23,18.35860062,NA,2.069999933,NA,0.407000005,0.572543291,8.854919212,0.045963153,0.17619312,NA,6,NA,NA,6,NA
T6,6/28/2015 0:45,GM15037,6/28/2015,12:45:00 AM,61303,0.545275591,NA,2.196,NA,105342,USGS Watersheds Group,HON,105342-04,Water,61314,NA,6/25/2015,1:00:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,18.4,1.49,NA,NA,NA,132.9672852,0.087200001,NA,3.362499952,737.2340088,11.25685787,NA,108.7642212,4.532557964,11.80043697,2.11775136,31.45961189,17.96670914,NA,NA,2.841599941,1.629999995,NA,NA,6.835016251,NA,NA,NA,23,18.35860062,NA,2.069999933,NA,0.407000005,0.572543291,8.854919212,0.045963153,0.17619312,NA,6,NA,NA,6,NA
T6,6/30/2015 11:30,GM15041,6/30/2015,11:30:00 AM,61307,0.411654135,NA,1.369,NA,105352,USGS Watersheds Group,HON,105352-03,Water,61328,NA,6/30/2015,11:30:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,14.8,1.59,NA,NA,NA,83.50584412,0.462000012,NA,3.122900009,721.9724121,12.7756052,NA,80.1398468,4.514613152,9.629256248,1.869701743,29.87392235,16.38786125,NA,NA,2.380800009,1.799999952,NA,NA,6.62415123,NA,NA,NA,17.29999924,16.58530045,NA,2.390000105,NA,0.400000006,0.517239995,8.671612142,0.046127525,0.147621266,NA,6,NA,NA,6,NA
T6,7/13/2015 11:45,GM15047,7/13/2015,11:45:00 AM,61315,0.669941061,NA,1.772,NA,105345,USGS Watersheds Group,HON,105345-04,Water,61339,NA,7/13/2015,11:45:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,19.3,1.14,NA,NA,NA,130.5109406,1.49000001,NA,3.076800108,705.994873,8.881696701,NA,97.23524475,5.398761749,12.46668053,2.774138212,27.26987267,18.20902634,NA,NA,6.078199863,1.330000043,NA,NA,6.667899132,NA,NA,NA,21.60000038,14.04669952,NA,1.75,NA,0.409999996,0.438069531,8.479705887,0.048350733,0.376878175,NA,6,NA,NA,6,NA
T6,7/22/2015 11:25,GM15058,7/22/2015,11:25:00 AM,61338,0.729083665,NA,1.352,NA,105372,USGS Watersheds Group,HON,105372-11,Water,61367,NA,7/22/2015,11:20:00,AM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,NA,0.9,NA,NA,NA,259.6731567,2.869999886,NA,3.837300062,742.3961182,10.82950687,NA,151.4766846,9.490702629,17.79386711,4.003979206,43.62116241,20.36488152,NA,NA,9.795900345,1.269999981,NA,NA,6.698947906,NA,NA,NA,31,14.03499985,NA,1.629999995,NA,0.460999995,0.437704658,8.916921318,0.051699458,0.607393821,NA,6,NA,NA,6,NA
T6,9/21/2015 12:15,GM15066,9/21/2015,12:15:00 PM,61363,0.483455882,NA,1.797,NA,105404,USGS Watersheds Group,HON,105404-03,Water,61638,NA,9/21/2015,12:15:00,PM,NA,NA,NA,Manual,NA,NA,NA,NA,NA,NA,Regular,12.4,0.78,NA,NA,NA,68.95676422,0.483999997,NA,5.083399773,757.8242188,7.657682419,NA,67.39756775,2.656487465,13.04803467,4.298805714,68.07190704,22.21245003,NA,NA,4.936100006,1.789999962,NA,NA,6.068366051,NA,NA,NA,17.87000084,20.22890091,NA,2.420000076,NA,0.421999991,0.630871695,9.102228267,0.046362273,0.306062387,NA,6,NA,NA,6,NA
